bin_lo,bin_hi,h,acc,mcc,auc,brier,ece,pos_rate,n
0.3950027823448181,0.8125020861625671,9,nan,nan,nan,nan,nan,nan,0
0.3950027823448181,0.8125020861625671,10,nan,nan,nan,nan,nan,nan,0
0.3950027823448181,0.8125020861625671,11,nan,nan,nan,nan,nan,nan,0
0.3950027823448181,0.8125020861625671,12,nan,nan,nan,nan,nan,nan,0
0.3950027823448181,0.8125020861625671,13,nan,nan,nan,nan,nan,nan,0
0.3950027823448181,0.8125020861625671,14,nan,nan,nan,nan,nan,nan,0
0.3950027823448181,0.8125020861625671,15,nan,nan,nan,nan,nan,nan,0
0.3950027823448181,0.8125020861625671,16,nan,nan,nan,nan,nan,nan,0
0.3950027823448181,0.8125020861625671,17,nan,nan,nan,nan,nan,nan,0
0.3950027823448181,0.8125020861625671,18,nan,nan,nan,nan,nan,nan,0
0.3950027823448181,0.8125020861625671,19,nan,nan,nan,nan,nan,nan,0
0.3950027823448181,0.8125020861625671,20,nan,nan,nan,nan,nan,nan,0
0.3950027823448181,0.8125020861625671,21,nan,nan,nan,nan,nan,nan,0
0.3950027823448181,0.8125020861625671,22,nan,nan,nan,nan,nan,nan,0
0.3950027823448181,0.8125020861625671,23,nan,nan,nan,nan,nan,nan,0
0.3950027823448181,0.8125020861625671,24,0.45454545454545453,-0.14907119849998599,0.23333333333333334,0.4636691059689323,0.5609201355413957,0.5454545454545454,11
0.8125020861625671,inf,1,0.48615673392773345,-0.008357380438925309,0.5002889330682572,0.3174285887360474,0.22133760963287333,0.47207883622712343,2131
0.8125020861625671,inf,2,0.498086546953194,-0.0018133377949851768,0.5079196453518644,0.30622623686095257,0.20604109447498792,0.5045628495731528,3397
0.8125020861625671,inf,3,0.4768258426966292,-0.046288843698805364,0.4712836438310766,0.32568780539673464,0.23424287916951175,0.49719101123595505,2848
0.8125020861625671,inf,4,0.4896602658788774,-0.007227519131746264,0.50098636258512,0.3148703624227704,0.2181797539443878,0.5542836041358936,2708
0.8125020861625671,inf,5,0.5129533678756477,0.02629173354896183,0.5269374349379535,0.3079669910250124,0.211706497710556,0.506576325229175,2509
0.8125020861625671,inf,6,0.5039904229848364,0.009168135914441494,0.5001391839425683,0.31752483737332626,0.2161286278685045,0.49521149241819634,2506
0.8125020861625671,inf,7,0.5155832591273375,0.0698476989175717,0.5370678258082608,0.30680738838234667,0.23312552417906288,0.38824577025823687,1123
0.8125020861625671,inf,8,nan,nan,nan,nan,nan,nan,0
0.8125020861625671,inf,9,nan,nan,nan,nan,nan,nan,0
0.8125020861625671,inf,10,nan,nan,nan,nan,nan,nan,0
0.8125020861625671,inf,11,nan,nan,nan,nan,nan,nan,0
0.8125020861625671,inf,12,nan,nan,nan,nan,nan,nan,0
0.8125020861625671,inf,13,nan,nan,nan,nan,nan,nan,0
0.8125020861625671,inf,14,nan,nan,nan,nan,nan,nan,0
0.8125020861625671,inf,15,nan,nan,nan,nan,nan,nan,0
0.8125020861625671,inf,16,nan,nan,nan,nan,nan,nan,0
0.8125020861625671,inf,17,nan,nan,nan,nan,nan,nan,0
0.8125020861625671,inf,18,nan,nan,nan,nan,nan,nan,0
0.8125020861625671,inf,19,nan,nan,nan,nan,nan,nan,0
0.8125020861625671,inf,20,nan,nan,nan,nan,nan,nan,0
0.8125020861625671,inf,21,nan,nan,nan,nan,nan,nan,0
0.8125020861625671,inf,22,nan,nan,nan,nan,nan,nan,0
0.8125020861625671,inf,23,nan,nan,nan,nan,nan,nan,0
0.8125020861625671,inf,24,0.9910294745835113,0.981608942747823,0.9997077373578106,0.007445666380579227,0.010320571057270895,0.41648868005126016,4682
